ls_product_id,ls_name,color,size,length,ls_upc,ls_supply_price,ls_retail_price,ls_custom_sku,ls_is_active,note
f8645534-8b13-4559-8830-d3e06b98f116,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,29,36,51071501606,21.25,0,0013M-Men-29-36,True,No match in spreadsheet — candidate for deletion
8b3b0acf-e79b-42da-b862-43848ea2faaa,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,29,38,51071501613,22.5,0,0013M-Men-29-38,True,No match in spreadsheet — candidate for deletion
751b9f91-b9c2-4ae4-a639-c621f6bd02bb,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,30,29,51071501620,21.25,0,0013M-Men-30-29,True,No match in spreadsheet — candidate for deletion
f57fabc3-6727-47f6-9969-7ed3c8174494,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,28,30,51071501491,21.25,0,0013M-Men-28-30,True,No match in spreadsheet — candidate for deletion
748f8be4-b9f1-4aef-abc0-d0e5edfe54c6,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,28,33,51071501521,21.25,0,0013M-Men-28-33,True,No match in spreadsheet — candidate for deletion
e4f6c7d0-2531-4ef6-9c57-23bd0b64f0a6,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,29,30,51071501552,21.25,0,0013M-Men-29-30,True,No match in spreadsheet — candidate for deletion
19b52afa-800a-4950-bfb1-0886b82015b9,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,29,31,51071501569,21.25,0,0013M-Men-29-31,True,No match in spreadsheet — candidate for deletion
e1f88fb0-c071-43b7-a0a6-bc030711d7ae,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,29,32,51071501576,21.25,0,0013M-Men-29-32,True,No match in spreadsheet — candidate for deletion
fcbaf32a-6307-48f0-ae97-3e27fa337bc3,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,28,31,51071501507,21.25,0,0013M-Men-28-31,True,No match in spreadsheet — candidate for deletion
b188e8c3-0fc8-46e5-9ca7-f2166b4b99d3,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,28,38,51071225267,22.5,0,0013M-Men-28-38,True,No match in spreadsheet — candidate for deletion
7369587d-f100-4308-aa17-fe68136fb9e2,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,29,33,51071501583,21.25,0,0013M-Men-29-33,True,No match in spreadsheet — candidate for deletion
4aca874e-e34b-4162-94f1-f4b60929be56,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,30,30,51071501637,21.25,0,0013M-Men-30-30,True,No match in spreadsheet — candidate for deletion
029b0e53-40e2-4174-b9b6-be1dc315b6b6,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,30,31,51071501644,21.25,0,0013M-Men-30-31,True,No match in spreadsheet — candidate for deletion
fc2619b6-0bd6-4850-ab66-7b22a8564fbf,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,30,32,51071501651,21.25,0,0013M-Men-30-32,True,No match in spreadsheet — candidate for deletion
2cf02538-747f-4b59-912a-99e1a6fb6fa4,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,30,33,51071501668,21.25,0,0013M-Men-30-33,True,No match in spreadsheet — candidate for deletion
975a5ded-df2b-42f2-b024-aeba8f08af36,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,30,34,51071501675,21.25,0,0013M-Men-30-34,True,No match in spreadsheet — candidate for deletion
4275ccee-9b87-4a8e-bb10-4b64fc771db3,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,30,36,51071501682,21.25,0,0013M-Men-30-36,True,No match in spreadsheet — candidate for deletion
baf5b884-6295-4da4-91f1-3a036c3c64fe,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,30,38,51071501699,22.5,0,0013M-Men-30-38,True,No match in spreadsheet — candidate for deletion
5b43f4ef-a2e8-4ed8-92b9-46332f0c0451,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,30,40,51071225281,22.5,0,0013M-Men-30-40,True,No match in spreadsheet — candidate for deletion
059bd79b-2b6f-4401-b157-e27c64533478,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,31,29,51071501705,21.25,0,0013M-Men-31-29,True,No match in spreadsheet — candidate for deletion
4f0a1c98-9ae3-484f-b274-71632d3f7b19,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,31,30,51071501712,21.25,0,0013M-Men-31-30,True,No match in spreadsheet — candidate for deletion
849b83eb-ff4c-475f-ba42-a81e957d7ab4,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,31,31,51071501729,21.25,0,0013M-Men-31-31,True,No match in spreadsheet — candidate for deletion
0248700f-ae11-498f-b9dd-6bd998c447cd,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,31,32,51071501736,21.25,0,0013M-Men-31-32,True,No match in spreadsheet — candidate for deletion
3efb69fa-eb97-47e0-baf7-490cb7e42eaa,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,31,33,51071501743,21.25,0,0013M-Men-31-33,True,No match in spreadsheet — candidate for deletion
ef54338f-4c0e-437d-9ba4-9fe7ea8eced8,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,31,34,51071501750,21.25,0,0013M-Men-31-34,True,No match in spreadsheet — candidate for deletion
e7645b38-c60e-4b42-a6f8-ee35132deb6a,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,31,36,51071501767,21.25,0,0013M-Men-31-36,True,No match in spreadsheet — candidate for deletion
7665a33a-ec6c-4339-bdc9-1aaa00d88142,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,31,38,51071501774,22.5,0,0013M-Men-31-38,True,No match in spreadsheet — candidate for deletion
8224ddf6-1af8-4499-a7ce-66f3270db6d0,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,31,40,51071225298,22.5,0,0013M-Men-31-40,True,No match in spreadsheet — candidate for deletion
bd5183bd-dd0a-4072-af22-b606d6f619a4,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,32,29,51071501781,21.25,0,0013M-Men-32-29,True,No match in spreadsheet — candidate for deletion
b0cfd30f-cd48-4ed7-afdf-7fee986ffc52,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,32,30,51071501798,21.25,0,0013M-Men-32-30,True,No match in spreadsheet — candidate for deletion
94fd9fb6-82bf-4b97-ab1a-a7a08933eb05,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,32,31,51071501804,21.25,0,0013M-Men-32-31,True,No match in spreadsheet — candidate for deletion
476620d7-2215-4b9e-a336-00fcf7814c49,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,32,32,51071501811,21.25,0,0013M-Men-32-32,True,No match in spreadsheet — candidate for deletion
d3d8743f-cd28-425c-866a-4f5663d04ca0,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,32,33,51071501828,21.25,0,0013M-Men-32-33,True,No match in spreadsheet — candidate for deletion
4a62fe9a-e70e-4992-ac44-b467fd28b1c7,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,32,34,51071501835,21.25,0,0013M-Men-32-34,True,No match in spreadsheet — candidate for deletion
56f616f7-bd25-4052-a502-2b34589efbe3,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,32,36,51071501842,21.25,0,0013M-Men-32-36,True,No match in spreadsheet — candidate for deletion
c2ebcdbb-137c-4a64-94ee-e50f9ddd4070,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,32,38,51071501859,22.5,0,0013M-Men-32-38,True,No match in spreadsheet — candidate for deletion
285e315f-9470-4af8-a21f-a5a77c1c8311,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,32,40,51071225304,22.5,0,0013M-Men-32-40,True,No match in spreadsheet — candidate for deletion
6393ecb1-5aac-41ea-89a3-1b2e9c7f87fd,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,33,29,51071501866,21.25,0,0013M-Men-33-29,True,No match in spreadsheet — candidate for deletion
63cbe0ac-5d90-402b-8249-6d590a9b2ccf,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,33,30,51071501873,21.25,0,0013M-Men-33-30,True,No match in spreadsheet — candidate for deletion
6d9c3bab-d307-4d4c-8cc6-d505a5255160,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,33,31,51071501880,21.25,0,0013M-Men-33-31,True,No match in spreadsheet — candidate for deletion
7b5a2125-240d-45a5-97ce-f792ad0c06a3,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,33,32,51071501897,21.25,0,0013M-Men-33-32,True,No match in spreadsheet — candidate for deletion
3a8cfc7b-d3ca-4606-a8c9-852669baf987,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,33,33,51071501903,21.25,0,0013M-Men-33-33,True,No match in spreadsheet — candidate for deletion
53fc80c7-cfad-439e-b003-4624d8257db8,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,33,34,51071501910,21.25,0,0013M-Men-33-34,True,No match in spreadsheet — candidate for deletion
5b3d951e-2e0f-451a-a17c-70ae69982f81,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,33,36,51071501927,21.25,0,0013M-Men-33-36,True,No match in spreadsheet — candidate for deletion
330a566c-33a1-458b-bc0f-699975b75b53,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,33,38,51071501934,22.5,0,0013M-Men-33-38,True,No match in spreadsheet — candidate for deletion
a8d1d570-0428-4769-824a-47ad9d27c3b9,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,33,40,51071225311,22.5,0,0013M-Men-33-40,True,No match in spreadsheet — candidate for deletion
39992537-f75c-4191-9710-8e6f8fb3c683,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,34,29,51071501941,21.25,0,0013M-Men-34-29,True,No match in spreadsheet — candidate for deletion
d25959c7-6a99-4902-9ea8-548b18a473e8,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,34,30,51071501958,21.25,0,0013M-Men-34-30,True,No match in spreadsheet — candidate for deletion
324008bf-8d7d-41eb-bf6c-c01329159030,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,34,31,51071501965,21.25,0,0013M-Men-34-31,True,No match in spreadsheet — candidate for deletion
d1e570fa-7883-4e0b-8c7f-7c905bbfbd8c,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,34,32,51071501972,21.25,0,0013M-Men-34-32,True,No match in spreadsheet — candidate for deletion
c18634c3-d872-48ea-a58e-f8db8d2910cf,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,34,33,51071501989,21.25,0,0013M-Men-34-33,True,No match in spreadsheet — candidate for deletion
3497fb91-b430-4a3a-8e6b-af2c35501777,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,34,34,51071501996,21.25,0,0013M-Men-34-34,True,No match in spreadsheet — candidate for deletion
a2e2762f-abd9-4cdd-bbb4-dc517f83a21e,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,34,36,51071502009,21.25,0,0013M-Men-34-36,True,No match in spreadsheet — candidate for deletion
d74aa579-36f3-493a-a49a-a273a13646f6,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,34,38,51071502016,22.5,0,0013M-Men-34-38,True,No match in spreadsheet — candidate for deletion
22a01fc4-a604-4c02-aa52-7171e0bca64d,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,34,40,51071225328,22.5,0,0013M-Men-34-40,True,No match in spreadsheet — candidate for deletion
56ebf3d2-63a3-4c76-92ee-364c7ecf7e6a,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,35,30,51071502023,21.25,0,0013M-Men-35-30,True,No match in spreadsheet — candidate for deletion
d271e37f-9dca-4f36-95e9-161809448949,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,35,32,51071502030,21.25,0,0013M-Men-35-32,True,No match in spreadsheet — candidate for deletion
673fcbec-df38-4cec-b83f-101a05b7ddcd,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,35,34,51071502047,21.25,0,0013M-Men-35-34,True,No match in spreadsheet — candidate for deletion
9ab1125e-783b-4c5f-a62a-9d6fb11f8437,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,35,36,51071502054,21.25,0,0013M-Men-35-36,True,No match in spreadsheet — candidate for deletion
9b3151c1-c20a-4f1b-ab72-0faeee9cd09d,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,35,38,51071502061,22.5,0,0013M-Men-35-38,True,No match in spreadsheet — candidate for deletion
27712aa5-0c6c-4bd2-9622-1dd2b16281dd,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,36,29,51071502078,21.25,0,0013M-Men-36-29,True,No match in spreadsheet — candidate for deletion
24537134-2ed6-407f-8618-68bbb90612f1,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,36,30,51071502085,21.25,0,0013M-Men-36-30,True,No match in spreadsheet — candidate for deletion
cc31f625-7b87-4ac7-aff3-15fe0e8b71e6,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,36,31,51071502092,21.25,0,0013M-Men-36-31,True,No match in spreadsheet — candidate for deletion
e91537e9-2d13-494b-a5b1-ecde57a6ece3,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,36,32,51071502108,21.25,0,0013M-Men-36-32,True,No match in spreadsheet — candidate for deletion
8632c858-abb9-46ac-b68f-3281ef974173,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,36,33,51071502115,21.25,0,0013M-Men-36-33,True,No match in spreadsheet — candidate for deletion
db1891a1-5f8a-4018-ba39-b1823c7b97df,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,36,34,51071502122,21.25,0,0013M-Men-36-34,True,No match in spreadsheet — candidate for deletion
29a2d334-15e9-476b-b4cd-fea467adbe09,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,36,36,51071502139,21.25,0,0013M-Men-36-36,True,No match in spreadsheet — candidate for deletion
10a91b93-cb0a-487d-b3fe-5a213af52b0c,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,36,38,51071502146,22.5,0,0013M-Men-36-38,True,No match in spreadsheet — candidate for deletion
535a94c0-5c30-4408-b24f-0cdb81b428d6,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,36,40,51071225335,22.5,0,0013M-Men-36-40,True,No match in spreadsheet — candidate for deletion
6159946e-4e9e-4dc0-9879-037981c143b1,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,37,32,51071372022,21.25,0,0013M-Men-37-32,True,No match in spreadsheet — candidate for deletion
79f0639b-b938-4ff9-9217-0656e5831bd8,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,37,34,51071372039,21.25,0,0013M-Men-37-34,True,No match in spreadsheet — candidate for deletion
c31eb9d5-1d2c-4a0a-bef1-93b79021e570,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,37,36,51071372046,21.25,0,0013M-Men-37-36,True,No match in spreadsheet — candidate for deletion
acfe6ab0-d782-432c-837b-1c1ebf98f28c,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,38,29,51071502153,21.25,0,0013M-Men-38-29,True,No match in spreadsheet — candidate for deletion
55bb053e-2395-43b0-9bdd-ad8c28b02ae1,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,38,30,51071502160,21.25,0,0013M-Men-38-30,True,No match in spreadsheet — candidate for deletion
c45949e6-e4d1-43ad-a8e6-6daee5a49505,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,38,31,51071502177,21.25,0,0013M-Men-38-31,True,No match in spreadsheet — candidate for deletion
8cb6c735-e560-474b-ae34-b81db5bc809f,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,38,32,51071502184,21.25,0,0013M-Men-38-32,True,No match in spreadsheet — candidate for deletion
7d1eb73f-b289-4b8a-aa74-e4a0d0f07b45,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,38,33,51071502191,21.25,0,0013M-Men-38-33,True,No match in spreadsheet — candidate for deletion
1ba9030f-7cfd-4485-abc2-c780a1e2b9e2,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,38,34,51071502207,21.25,0,0013M-Men-38-34,True,No match in spreadsheet — candidate for deletion
663afd66-d852-4f92-a65f-d61c1deea673,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,38,36,51071502214,21.25,0,0013M-Men-38-36,True,No match in spreadsheet — candidate for deletion
135959f1-046b-47ce-9c32-2db1f208792c,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,38,38,51071047319,22.5,0,0013M-Men-38-38,True,No match in spreadsheet — candidate for deletion
9252c9b0-7fb4-48cf-b61d-cfa2dd4097ec,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,40,30,51071502221,21.25,0,0013M-Men-40-30,True,No match in spreadsheet — candidate for deletion
74d3da33-ff7a-499d-94df-3cdb2b7d37da,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,40,32,51071502238,21.25,0,0013M-Men-40-32,True,No match in spreadsheet — candidate for deletion
0ae42ea3-d65b-4939-ba73-5c2e96f809ac,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,40,34,51071502245,21.25,0,0013M-Men-40-34,True,No match in spreadsheet — candidate for deletion
d5e4b60a-afa0-42c7-9ce9-fbdb38a34c89,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,40,36,51071502252,21.25,0,0013M-Men-40-36,True,No match in spreadsheet — candidate for deletion
bf782f98-7845-4892-a853-d0cf57af2e2e,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,40,38,51071225342,22.5,0,0013M-Men-40-38,True,No match in spreadsheet — candidate for deletion
07dc81f6-bbef-4558-a1a4-419560c21945,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,42,30,51071502269,21.25,0,0013M-Men-42-30,True,No match in spreadsheet — candidate for deletion
a8071d7c-23fd-452a-be6d-5ab8da06c2cb,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,42,32,51071502276,21.25,0,0013M-Men-42-32,True,No match in spreadsheet — candidate for deletion
fa438b0e-34f3-47fc-bb59-1a398b920659,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,42,34,51071502283,21.25,0,0013M-Men-42-34,True,No match in spreadsheet — candidate for deletion
83712ffa-f53c-4732-a23c-2f6bba5022c7,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,42,36,51071225359,21.25,0,0013M-Men-42-36,True,No match in spreadsheet — candidate for deletion
22ed922c-08d3-4df3-9a60-e3d3e854c20e,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,44,32,51071502290,23.75,0,0013M-Men-44-32,True,No match in spreadsheet — candidate for deletion
c66add6e-9a02-4967-8e7c-b0fe8b010e4a,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,44,34,51071502306,23.75,0,0013M-Men-44-34,True,No match in spreadsheet — candidate for deletion
60866daa-8af2-4c06-89d7-6b4a2efe8d92,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,46,32,51071502313,23.75,0,0013M-Men-46-32,True,No match in spreadsheet — candidate for deletion
c25e7d4b-1005-4849-a58f-e366df3461ac,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,46,34,51071502320,23.75,0,0013M-Men-46-34,True,No match in spreadsheet — candidate for deletion
3327eb57-baaa-441d-9e27-f2e7695ee3a4,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,27,30,51071501439,21.25,0,0013M-Men-27-30,True,No match in spreadsheet — candidate for deletion
ccb355bd-44ab-4a78-8678-33360c1e9e08,Cowboy Cut® Original Fit - Navy - 0013M,NAVY,46,40,196458303005,21.25,0,0013M-Men-46-40,True,No match in spreadsheet — candidate for deletion
