color_code,size,length,ss_new_name,ss_new_sku,ss_upc,ss_supply_price,note
CHA,42,32,COWBOY CUT JEAN* ORIGINAL FIT CHARGREY,M-Kon-1013MWZCG-42-32,051071438346,30.0,In spreadsheet but not found in LS — needs CREATE
PRE,12,REG,COWBOY CUT JEAN* BOYS 8-18 PREWASH,B-Kon-1013MWZBP-12-REG,051071388283,15.0,In spreadsheet but not found in LS — needs CREATE
SGB,40,36,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-40-36,084084240224,31.65,In spreadsheet but not found in LS — needs CREATE
WHI,30,38,COWBOY CUT JEAN* ORIGINAL FIT WHITE,M-Kon-1013MWZWI-30-38,051071675529,30.0,In spreadsheet but not found in LS — needs CREATE
AWS,36,38,COWBOY CUT JEAN* ORIGINAL FIT ANTIQUE_WS,M-Kon-1013MWZAW-36-38,760609586199,32.9,In spreadsheet but not found in LS — needs CREATE
DST,36,38,COWBOY CUT JEAN* ORIGINAL FIT DK_STONE,M-Kon-1013MWZDD-36-38,084084358653,32.9,In spreadsheet but not found in LS — needs CREATE
SHB,29,30,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-29-30,760609723808,30.0,In spreadsheet but not found in LS — needs CREATE
AWS,35,32,COWBOY CUT JEAN* ORIGINAL FIT ANTIQUE_WS,M-Kon-1013MWZAW-35-32,760609586120,31.65,In spreadsheet but not found in LS — needs CREATE
SGB,30,30,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-30-30,084084239839,31.65,In spreadsheet but not found in LS — needs CREATE
SHB,33,30,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-33-30,084084494498,30.0,In spreadsheet but not found in LS — needs CREATE
SGB,48,32,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-48-32,760609356259,34.15,In spreadsheet but not found in LS — needs CREATE
TAN,28,34,COWBOY CUT JEAN* ORIGINAL FIT TAN,M-Kon-1013MWZTN-28-34,051071340274,30.0,In spreadsheet but not found in LS — needs CREATE
SHB,54,30,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-54-30,760609356594,30.0,In spreadsheet but not found in LS — needs CREATE
PWI,33,36,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-33-36,051071128278,29.0,In spreadsheet but not found in LS — needs CREATE
BCH,34,36,COWBOY CUT JEAN* ORIGINAL FIT BLK_CHOCLT,M-Kon-1013MWZKL-34-36,084084785176,30.0,In spreadsheet but not found in LS — needs CREATE
GBB,32,38,COWBOY CUT JEAN* ORIGINAL FIT GB_BLEACH,M-Kon-1013MWZGH-32-38,084084441423,32.9,In spreadsheet but not found in LS — needs CREATE
WHI,42,32,COWBOY CUT JEAN* ORIGINAL FIT WHITE,M-Kon-1013MWZWI-42-32,051071675888,30.0,In spreadsheet but not found in LS — needs CREATE
BCH,36,36,COWBOY CUT JEAN* ORIGINAL FIT BLK_CHOCLT,M-Kon-1013MWZKL-36-36,084084785251,30.0,In spreadsheet but not found in LS — needs CREATE
SGB,32,34,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-32-34,084084239952,31.65,In spreadsheet but not found in LS — needs CREATE
PWI,54,30,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-54-30,760609356457,29.0,In spreadsheet but not found in LS — needs CREATE
DST,31,34,COWBOY CUT JEAN* ORIGINAL FIT DK_STONE,M-Kon-1013MWZDD-31-34,084084358417,31.65,In spreadsheet but not found in LS — needs CREATE
PWI,29,40,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-29-40,084084944702,29.0,In spreadsheet but not found in LS — needs CREATE
AWS,33,36,COWBOY CUT JEAN* ORIGINAL FIT ANTIQUE_WS,M-Kon-1013MWZAW-33-36,760609586052,31.65,In spreadsheet but not found in LS — needs CREATE
SGB,44,34,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-44-34,760609356204,34.15,In spreadsheet but not found in LS — needs CREATE
PWI,33,40,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-33-40,084084944740,30.25,In spreadsheet but not found in LS — needs CREATE
CHA,30,32,COWBOY CUT JEAN* ORIGINAL FIT CHARGREY,M-Kon-1013MWZCG-30-32,051071266628,30.0,In spreadsheet but not found in LS — needs CREATE
DST,42,32,COWBOY CUT JEAN* ORIGINAL FIT DK_STONE,M-Kon-1013MWZDD-42-32,084084358738,31.65,In spreadsheet but not found in LS — needs CREATE
WHI,40,30,COWBOY CUT JEAN* ORIGINAL FIT WHITE,M-Kon-1013MWZWI-40-30,084084502759,30.0,In spreadsheet but not found in LS — needs CREATE
TAN,36,32,COWBOY CUT JEAN* ORIGINAL FIT TAN,M-Kon-1013MWZTN-36-32,051071340601,30.0,In spreadsheet but not found in LS — needs CREATE
CHA,35,36,COWBOY CUT JEAN* ORIGINAL FIT CHARGREY,M-Kon-1013MWZCG-35-36,051071509138,30.0,In spreadsheet but not found in LS — needs CREATE
WHI,27,36,COWBOY CUT JEAN* ORIGINAL FIT WHITE,M-Kon-1013MWZWI-27-36,051071675406,30.0,In spreadsheet but not found in LS — needs CREATE
DST,40,36,COWBOY CUT JEAN* ORIGINAL FIT DK_STONE,M-Kon-1013MWZDD-40-36,084084358721,31.65,In spreadsheet but not found in LS — needs CREATE
BCH,29,30,COWBOY CUT JEAN* ORIGINAL FIT BLK_CHOCLT,M-Kon-1013MWZKL-29-30,760609639987,30.0,In spreadsheet but not found in LS — needs CREATE
SHB,28,30,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-28-30,672787248151,30.0,In spreadsheet but not found in LS — needs CREATE
GBB,34,30,COWBOY CUT JEAN* ORIGINAL FIT GB_BLEACH,M-Kon-1013MWZGH-34-30,084084441485,31.65,In spreadsheet but not found in LS — needs CREATE
SGB,33,38,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-33-38,084084240026,32.9,In spreadsheet but not found in LS — needs CREATE
BCH,32,30,COWBOY CUT JEAN* ORIGINAL FIT BLK_CHOCLT,M-Kon-1013MWZKL-32-30,084084785046,30.0,In spreadsheet but not found in LS — needs CREATE
GBB,36,30,COWBOY CUT JEAN* ORIGINAL FIT GB_BLEACH,M-Kon-1013MWZGH-36-30,084084441560,31.65,In spreadsheet but not found in LS — needs CREATE
DST,34,32,COWBOY CUT JEAN* ORIGINAL FIT DK_STONE,M-Kon-1013MWZDD-34-32,084084358554,31.65,In spreadsheet but not found in LS — needs CREATE
SHB,30,38,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-30-38,084084494382,31.25,In spreadsheet but not found in LS — needs CREATE
PWI,36,38,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-36-38,084084391858,30.25,In spreadsheet but not found in LS — needs CREATE
RIG,36,44,COWBOY CUT JEAN* ORIGINAL FIT RIGID,M-Kon-1013MWZXS-36-44,051071390798,23.75,In spreadsheet but not found in LS — needs CREATE
BCH,40,34,COWBOY CUT JEAN* ORIGINAL FIT BLK_CHOCLT,M-Kon-1013MWZKL-40-34,084084785343,30.0,In spreadsheet but not found in LS — needs CREATE
TAN,33,32,COWBOY CUT JEAN* ORIGINAL FIT TAN,M-Kon-1013MWZTN-33-32,051071340502,30.0,In spreadsheet but not found in LS — needs CREATE
RIG,30,44,COWBOY CUT JEAN* ORIGINAL FIT RIGID,M-Kon-1013MWZXS-30-44,051071390743,20.5,In spreadsheet but not found in LS — needs CREATE
SGB,31,32,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-31-32,084084239891,31.65,In spreadsheet but not found in LS — needs CREATE
DST,30,30,COWBOY CUT JEAN* ORIGINAL FIT DK_STONE,M-Kon-1013MWZDD-30-30,084084358349,31.65,In spreadsheet but not found in LS — needs CREATE
SGB,34,32,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-34-32,084084240040,31.65,In spreadsheet but not found in LS — needs CREATE
PWI,37,32,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-37-32,051071769075,29.0,In spreadsheet but not found in LS — needs CREATE
PWI,50,30,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-50-30,760609356396,31.5,In spreadsheet but not found in LS — needs CREATE
PWI,42,32,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-42-32,051071352338,29.0,In spreadsheet but not found in LS — needs CREATE
SGB,36,30,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-36-30,084084240118,31.65,In spreadsheet but not found in LS — needs CREATE
BCH,28,30,COWBOY CUT JEAN* ORIGINAL FIT BLK_CHOCLT,M-Kon-1013MWZKL-28-30,672787249639,30.0,In spreadsheet but not found in LS — needs CREATE
DST,32,34,COWBOY CUT JEAN* ORIGINAL FIT DK_STONE,M-Kon-1013MWZDD-32-34,084084358462,31.65,In spreadsheet but not found in LS — needs CREATE
SGB,52,34,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-52-34,760609356327,31.65,In spreadsheet but not found in LS — needs CREATE
TAN,31,36,COWBOY CUT JEAN* ORIGINAL FIT TAN,M-Kon-1013MWZTN-31-36,051071340427,30.0,In spreadsheet but not found in LS — needs CREATE
SHB,33,36,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-33-36,084084494528,30.0,In spreadsheet but not found in LS — needs CREATE
AWS,42,32,COWBOY CUT JEAN* ORIGINAL FIT ANTIQUE_WS,M-Kon-1013MWZAW-42-32,760609586304,31.65,In spreadsheet but not found in LS — needs CREATE
GBB,31,32,COWBOY CUT JEAN* ORIGINAL FIT GB_BLEACH,M-Kon-1013MWZGH-31-32,084084441348,31.65,In spreadsheet but not found in LS — needs CREATE
WHI,31,34,COWBOY CUT JEAN* ORIGINAL FIT WHITE,M-Kon-1013MWZWI-31-34,051071675550,30.0,In spreadsheet but not found in LS — needs CREATE
SHB,29,40,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-29-40,084084821072,30.0,In spreadsheet but not found in LS — needs CREATE
SGB,30,40,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-30-40,672787249479,31.65,In spreadsheet but not found in LS — needs CREATE
BCH,38,32,COWBOY CUT JEAN* ORIGINAL FIT BLK_CHOCLT,M-Kon-1013MWZKL-38-32,084084785282,30.0,In spreadsheet but not found in LS — needs CREATE
SHB,33,40,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-33-40,084084821119,31.25,In spreadsheet but not found in LS — needs CREATE
AWS,31,34,COWBOY CUT JEAN* ORIGINAL FIT ANTIQUE_WS,M-Kon-1013MWZAW-31-34,760609585949,31.65,In spreadsheet but not found in LS — needs CREATE
RIG,46,38,COWBOY CUT JEAN* ORIGINAL FIT RIGID,M-Kon-1013MWZXS-46-38,051071611893,23.75,In spreadsheet but not found in LS — needs CREATE
CHA,36,32,COWBOY CUT JEAN* ORIGINAL FIT CHARGREY,M-Kon-1013MWZCG-36-32,051071266864,30.0,In spreadsheet but not found in LS — needs CREATE
CHA,33,34,COWBOY CUT JEAN* ORIGINAL FIT CHARGREY,M-Kon-1013MWZCG-33-34,051071266789,30.0,In spreadsheet but not found in LS — needs CREATE
PWI,40,36,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-40-36,084084391872,29.0,In spreadsheet but not found in LS — needs CREATE
WHI,40,36,COWBOY CUT JEAN* ORIGINAL FIT WHITE,M-Kon-1013MWZWI-40-36,051071675871,30.0,In spreadsheet but not found in LS — needs CREATE
TAN,46,32,COWBOY CUT JEAN* ORIGINAL FIT TAN,M-Kon-1013MWZTN-46-32,084084392084,27.5,In spreadsheet but not found in LS — needs CREATE
AWS,40,36,COWBOY CUT JEAN* ORIGINAL FIT ANTIQUE_WS,M-Kon-1013MWZAW-40-36,760609586281,31.65,In spreadsheet but not found in LS — needs CREATE
PWI,34,32,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-34-32,051071128292,29.0,In spreadsheet but not found in LS — needs CREATE
PWI,48,32,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-48-32,760609356372,31.5,In spreadsheet but not found in LS — needs CREATE
SHB,34,38,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-34-38,084084494580,31.25,In spreadsheet but not found in LS — needs CREATE
PRE,4,SLM,COWBOY CUT JEAN* CHILDRENS 1-7 PREWASH,B-Kon-1013MWZJP-4-SLM,051071377843,13.5,In spreadsheet but not found in LS — needs CREATE
WHI,34,32,COWBOY CUT JEAN* ORIGINAL FIT WHITE,M-Kon-1013MWZWI-34-32,051071675697,30.0,In spreadsheet but not found in LS — needs CREATE
SGB,27,34,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-27-34,084084239747,31.65,In spreadsheet but not found in LS — needs CREATE
SHB,36,38,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-36-38,084084494665,31.25,In spreadsheet but not found in LS — needs CREATE
BCH,33,36,COWBOY CUT JEAN* ORIGINAL FIT BLK_CHOCLT,M-Kon-1013MWZKL-33-36,084084785121,30.0,In spreadsheet but not found in LS — needs CREATE
WHI,36,32,COWBOY CUT JEAN* ORIGINAL FIT WHITE,M-Kon-1013MWZWI-36-32,051071675772,30.0,In spreadsheet but not found in LS — needs CREATE
GBB,38,34,COWBOY CUT JEAN* ORIGINAL FIT GB_BLEACH,M-Kon-1013MWZGH-38-34,084084441638,31.65,In spreadsheet but not found in LS — needs CREATE
GBB,36,36,COWBOY CUT JEAN* ORIGINAL FIT GB_BLEACH,M-Kon-1013MWZGH-36-36,084084441591,31.65,In spreadsheet but not found in LS — needs CREATE
AWS,34,32,COWBOY CUT JEAN* ORIGINAL FIT ANTIQUE_WS,M-Kon-1013MWZAW-34-32,760609586083,31.65,In spreadsheet but not found in LS — needs CREATE
SHB,35,32,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-35-32,084084494597,30.0,In spreadsheet but not found in LS — needs CREATE
GBB,30,36,COWBOY CUT JEAN* ORIGINAL FIT GB_BLEACH,M-Kon-1013MWZGH-30-36,084084441317,31.65,In spreadsheet but not found in LS — needs CREATE
PWI,44,34,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-44-34,084084944788,31.5,In spreadsheet but not found in LS — needs CREATE
TAN,29,32,COWBOY CUT JEAN* ORIGINAL FIT TAN,M-Kon-1013MWZTN-29-32,051071340304,30.0,In spreadsheet but not found in LS — needs CREATE
DST,36,32,COWBOY CUT JEAN* ORIGINAL FIT DK_STONE,M-Kon-1013MWZDD-36-32,084084358622,31.65,In spreadsheet but not found in LS — needs CREATE
CHA,31,30,COWBOY CUT JEAN* ORIGINAL FIT CHARGREY,M-Kon-1013MWZCG-31-30,051071266666,30.0,In spreadsheet but not found in LS — needs CREATE
PWI,30,30,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-30-30,051071128094,29.0,In spreadsheet but not found in LS — needs CREATE
WHI,38,36,COWBOY CUT JEAN* ORIGINAL FIT WHITE,M-Kon-1013MWZWI-38-36,051071675840,30.0,In spreadsheet but not found in LS — needs CREATE
AWS,36,30,COWBOY CUT JEAN* ORIGINAL FIT ANTIQUE_WS,M-Kon-1013MWZAW-36-30,760609586151,31.65,In spreadsheet but not found in LS — needs CREATE
PRE,16,SLM,COWBOY CUT JEAN* BOYS 8-18 PREWASH,B-Kon-1013MWZBP-16-SLM,051071388313,15.0,In spreadsheet but not found in LS — needs CREATE
PRE,16,REG,COWBOY CUT JEAN* BOYS 8-18 PREWASH,B-Kon-1013MWZBP-16-REG,051071388320,15.0,In spreadsheet but not found in LS — needs CREATE
WHI,35,36,COWBOY CUT JEAN* ORIGINAL FIT WHITE,M-Kon-1013MWZWI-35-36,051071675758,30.0,In spreadsheet but not found in LS — needs CREATE
WHI,29,34,COWBOY CUT JEAN* ORIGINAL FIT WHITE,M-Kon-1013MWZWI-29-34,051071675451,30.0,In spreadsheet but not found in LS — needs CREATE
AWS,30,30,COWBOY CUT JEAN* ORIGINAL FIT ANTIQUE_WS,M-Kon-1013MWZAW-30-30,760609585871,31.65,In spreadsheet but not found in LS — needs CREATE
DST,38,36,COWBOY CUT JEAN* ORIGINAL FIT DK_STONE,M-Kon-1013MWZDD-38-36,084084358691,31.65,In spreadsheet but not found in LS — needs CREATE
SHB,50,30,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-50-30,760609356532,32.5,In spreadsheet but not found in LS — needs CREATE
GBB,32,32,COWBOY CUT JEAN* ORIGINAL FIT GB_BLEACH,M-Kon-1013MWZGH-32-32,084084441393,31.65,In spreadsheet but not found in LS — needs CREATE
WHI,32,34,COWBOY CUT JEAN* ORIGINAL FIT WHITE,M-Kon-1013MWZWI-32-34,051071675604,30.0,In spreadsheet but not found in LS — needs CREATE
SHB,42,32,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-42-32,084084494771,30.0,In spreadsheet but not found in LS — needs CREATE
SGB,46,32,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-46-32,760609356228,34.15,In spreadsheet but not found in LS — needs CREATE
GBB,33,30,COWBOY CUT JEAN* ORIGINAL FIT GB_BLEACH,M-Kon-1013MWZGH-33-30,084084441430,31.65,In spreadsheet but not found in LS — needs CREATE
RIG,48,32,COWBOY CUT JEAN* ORIGINAL FIT RIGID,M-Kon-1013MWZXS-48-32,051071393225,23.75,In spreadsheet but not found in LS — needs CREATE
TAN,40,30,COWBOY CUT JEAN* ORIGINAL FIT TAN,M-Kon-1013MWZTN-40-30,084084392039,30.0,In spreadsheet but not found in LS — needs CREATE
PWI,33,38,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-33-38,051071352291,30.25,In spreadsheet but not found in LS — needs CREATE
BCH,34,38,COWBOY CUT JEAN* ORIGINAL FIT BLK_CHOCLT,M-Kon-1013MWZKL-34-38,084084785183,30.0,In spreadsheet but not found in LS — needs CREATE
RIG,33,44,COWBOY CUT JEAN* ORIGINAL FIT RIGID,M-Kon-1013MWZXS-33-44,051071390774,20.5,In spreadsheet but not found in LS — needs CREATE
SGB,38,34,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-38-34,084084240187,31.65,In spreadsheet but not found in LS — needs CREATE
CHA,34,36,COWBOY CUT JEAN* ORIGINAL FIT CHARGREY,M-Kon-1013MWZCG-34-36,051071266833,30.0,In spreadsheet but not found in LS — needs CREATE
BCH,36,38,COWBOY CUT JEAN* ORIGINAL FIT BLK_CHOCLT,M-Kon-1013MWZKL-36-38,084084785268,30.0,In spreadsheet but not found in LS — needs CREATE
CHA,28,34,COWBOY CUT JEAN* ORIGINAL FIT CHARGREY,M-Kon-1013MWZCG-28-34,051071266543,30.0,In spreadsheet but not found in LS — needs CREATE
GBB,40,34,COWBOY CUT JEAN* ORIGINAL FIT GB_BLEACH,M-Kon-1013MWZGH-40-34,084084441683,31.65,In spreadsheet but not found in LS — needs CREATE
SHB,31,34,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-31-34,084084494412,30.0,In spreadsheet but not found in LS — needs CREATE
AWS,33,38,COWBOY CUT JEAN* ORIGINAL FIT ANTIQUE_WS,M-Kon-1013MWZAW-33-38,760609586069,32.9,In spreadsheet but not found in LS — needs CREATE
BCH,35,32,COWBOY CUT JEAN* ORIGINAL FIT BLK_CHOCLT,M-Kon-1013MWZKL-35-32,084084785190,30.0,In spreadsheet but not found in LS — needs CREATE
PRE,2T,REG,COWBOY CUT JEAN* CHILDRENS 1-7 PREWASH,B-Kon-1013MWZJP-2T-REG,051071634885,13.5,In spreadsheet but not found in LS — needs CREATE
DST,33,38,COWBOY CUT JEAN* ORIGINAL FIT DK_STONE,M-Kon-1013MWZDD-33-38,084084358530,32.9,In spreadsheet but not found in LS — needs CREATE
PWI,31,32,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-31-32,051071128155,29.0,In spreadsheet but not found in LS — needs CREATE
CHA,38,38,COWBOY CUT JEAN* ORIGINAL FIT CHARGREY,M-Kon-1013MWZCG-38-38,084084391957,31.25,In spreadsheet but not found in LS — needs CREATE
SGB,29,32,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-29-32,084084239792,31.65,In spreadsheet but not found in LS — needs CREATE
CHA,46,32,COWBOY CUT JEAN* ORIGINAL FIT CHARGREY,M-Kon-1013MWZCG-46-32,084084392015,27.5,In spreadsheet but not found in LS — needs CREATE
SHB,40,36,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-40-36,084084494757,30.0,In spreadsheet but not found in LS — needs CREATE
AWS,31,32,COWBOY CUT JEAN* ORIGINAL FIT ANTIQUE_WS,M-Kon-1013MWZAW-31-32,760609585932,31.65,In spreadsheet but not found in LS — needs CREATE
TAN,38,30,COWBOY CUT JEAN* ORIGINAL FIT TAN,M-Kon-1013MWZTN-38-30,051071340649,30.0,In spreadsheet but not found in LS — needs CREATE
WHI,28,34,COWBOY CUT JEAN* ORIGINAL FIT WHITE,M-Kon-1013MWZWI-28-34,051071675420,30.0,In spreadsheet but not found in LS — needs CREATE
CHA,29,34,COWBOY CUT JEAN* ORIGINAL FIT CHARGREY,M-Kon-1013MWZCG-29-34,051071266581,30.0,In spreadsheet but not found in LS — needs CREATE
SGB,33,30,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-33-30,084084239983,31.65,In spreadsheet but not found in LS — needs CREATE
SGB,54,32,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-54-32,760609356341,34.15,In spreadsheet but not found in LS — needs CREATE
GBB,28,30,COWBOY CUT JEAN* ORIGINAL FIT GB_BLEACH,M-Kon-1013MWZGH-28-30,672787249714,31.65,In spreadsheet but not found in LS — needs CREATE
SHB,30,30,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-30-30,084084494344,30.0,In spreadsheet but not found in LS — needs CREATE
PWI,52,34,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-52-34,760609356440,29.0,In spreadsheet but not found in LS — needs CREATE
SHB,48,32,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-48-32,760609356518,32.5,In spreadsheet but not found in LS — needs CREATE
CHA,32,30,COWBOY CUT JEAN* ORIGINAL FIT CHARGREY,M-Kon-1013MWZCG-32-30,051071266710,30.0,In spreadsheet but not found in LS — needs CREATE
BCH,42,30,COWBOY CUT JEAN* ORIGINAL FIT BLK_CHOCLT,M-Kon-1013MWZKL-42-30,084084785367,30.0,In spreadsheet but not found in LS — needs CREATE
PWI,46,32,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-46-32,051071540438,31.5,In spreadsheet but not found in LS — needs CREATE
PRE,14,REG,COWBOY CUT JEAN* BOYS 8-18 PREWASH,B-Kon-1013MWZBP-14-REG,051071388306,15.0,In spreadsheet but not found in LS — needs CREATE
SHB,32,34,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-32-34,084084494467,30.0,In spreadsheet but not found in LS — needs CREATE
TAN,32,36,COWBOY CUT JEAN* ORIGINAL FIT TAN,M-Kon-1013MWZTN-32-36,051071340472,30.0,In spreadsheet but not found in LS — needs CREATE
SHB,44,34,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-44-34,084084821164,32.5,In spreadsheet but not found in LS — needs CREATE
TAN,42,34,COWBOY CUT JEAN* ORIGINAL FIT TAN,M-Kon-1013MWZTN-42-34,051071438650,30.0,In spreadsheet but not found in LS — needs CREATE
SGB,28,32,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-28-32,084084239761,31.65,In spreadsheet but not found in LS — needs CREATE
CHA,31,36,COWBOY CUT JEAN* ORIGINAL FIT CHARGREY,M-Kon-1013MWZCG-31-36,051071266697,30.0,In spreadsheet but not found in LS — needs CREATE
DST,29,34,COWBOY CUT JEAN* ORIGINAL FIT DK_STONE,M-Kon-1013MWZDD-29-34,084084358318,31.65,In spreadsheet but not found in LS — needs CREATE
SGB,35,34,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-35-34,084084240095,31.65,In spreadsheet but not found in LS — needs CREATE
RIG,52,34,COWBOY CUT JEAN* ORIGINAL FIT RIGID,M-Kon-1013MWZXS-52-34,051071393270,23.75,In spreadsheet but not found in LS — needs CREATE
SGB,30,38,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-30-38,084084239877,32.9,In spreadsheet but not found in LS — needs CREATE
PRE,12,HSK,COWBOY CUT JEAN* BOYS 8-18 PREWASH,B-Kon-1013MWZBP-12-HSK,084084993205,16.25,In spreadsheet but not found in LS — needs CREATE
PWI,30,40,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-30-40,084084944719,30.25,In spreadsheet but not found in LS — needs CREATE
TAN,34,34,COWBOY CUT JEAN* ORIGINAL FIT TAN,M-Kon-1013MWZTN-34-34,051071340564,30.0,In spreadsheet but not found in LS — needs CREATE
GBB,29,30,COWBOY CUT JEAN* ORIGINAL FIT GB_BLEACH,M-Kon-1013MWZGH-29-30,760609639963,31.65,In spreadsheet but not found in LS — needs CREATE
PWI,32,32,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-32-32,051071128209,29.0,In spreadsheet but not found in LS — needs CREATE
SHB,33,38,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-33-38,084084494535,31.25,In spreadsheet but not found in LS — needs CREATE
GBB,33,36,COWBOY CUT JEAN* ORIGINAL FIT GB_BLEACH,M-Kon-1013MWZGH-33-36,084084441461,31.65,In spreadsheet but not found in LS — needs CREATE
PWI,27,34,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-27-34,084084391834,29.0,In spreadsheet but not found in LS — needs CREATE
TAN,28,36,COWBOY CUT JEAN* ORIGINAL FIT TAN,M-Kon-1013MWZTN-28-36,051071340281,30.0,In spreadsheet but not found in LS — needs CREATE
