color_code,size,length,ss_new_name,ss_new_sku,ss_upc,ss_supply_price,note
CHA,32,34,COWBOY CUT JEAN* ORIGINAL FIT CHARGREY,M-Kon-1013MWZCG-32-34,051071266734,30.0,In spreadsheet but not found in LS — needs CREATE
BCH,42,34,COWBOY CUT JEAN* ORIGINAL FIT BLK_CHOCLT,M-Kon-1013MWZKL-42-34,084084785381,30.0,In spreadsheet but not found in LS — needs CREATE
AWS,31,38,COWBOY CUT JEAN* ORIGINAL FIT ANTIQUE_WS,M-Kon-1013MWZAW-31-38,760609585963,32.9,In spreadsheet but not found in LS — needs CREATE
RIG,34,44,COWBOY CUT JEAN* ORIGINAL FIT RIGID,M-Kon-1013MWZXS-34-44,051071390781,23.75,In spreadsheet but not found in LS — needs CREATE
DST,34,30,COWBOY CUT JEAN* ORIGINAL FIT DK_STONE,M-Kon-1013MWZDD-34-30,084084358547,31.65,In spreadsheet but not found in LS — needs CREATE
CHA,33,38,COWBOY CUT JEAN* ORIGINAL FIT CHARGREY,M-Kon-1013MWZCG-33-38,051071303002,31.25,In spreadsheet but not found in LS — needs CREATE
TAN,30,40,COWBOY CUT JEAN* ORIGINAL FIT TAN,M-Kon-1013MWZTN-30-40,672787249417,30.0,In spreadsheet but not found in LS — needs CREATE
TAN,32,32,COWBOY CUT JEAN* ORIGINAL FIT TAN,M-Kon-1013MWZTN-32-32,051071340458,30.0,In spreadsheet but not found in LS — needs CREATE
SHB,38,32,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-38-32,084084494689,30.0,In spreadsheet but not found in LS — needs CREATE
TAN,33,30,COWBOY CUT JEAN* ORIGINAL FIT TAN,M-Kon-1013MWZTN-33-30,051071340496,30.0,In spreadsheet but not found in LS — needs CREATE
SHB,37,32,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-37-32,051071769129,30.0,In spreadsheet but not found in LS — needs CREATE
SGB,31,30,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-31-30,084084239884,31.65,In spreadsheet but not found in LS — needs CREATE
RIG,42,40,COWBOY CUT JEAN* ORIGINAL FIT RIGID,M-Kon-1013MWZXS-42-40,051071611879,23.75,In spreadsheet but not found in LS — needs CREATE
BCH,31,36,COWBOY CUT JEAN* ORIGINAL FIT BLK_CHOCLT,M-Kon-1013MWZKL-31-36,084084785022,30.0,In spreadsheet but not found in LS — needs CREATE
CHA,27,34,COWBOY CUT JEAN* ORIGINAL FIT CHARGREY,M-Kon-1013MWZCG-27-34,051071266505,30.0,In spreadsheet but not found in LS — needs CREATE
GBB,38,38,COWBOY CUT JEAN* ORIGINAL FIT GB_BLEACH,M-Kon-1013MWZGH-38-38,084084441652,32.9,In spreadsheet but not found in LS — needs CREATE
SGB,34,30,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-34-30,084084240033,31.65,In spreadsheet but not found in LS — needs CREATE
PRE,8,HSK,COWBOY CUT JEAN* BOYS 8-18 PREWASH,B-Kon-1013MWZBP-8-HSK,084084993182,16.25,In spreadsheet but not found in LS — needs CREATE
PWI,37,30,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-37-30,051071769068,29.0,In spreadsheet but not found in LS — needs CREATE
SHB,29,36,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-29-36,084084494320,30.0,In spreadsheet but not found in LS — needs CREATE
GBB,29,34,COWBOY CUT JEAN* ORIGINAL FIT GB_BLEACH,M-Kon-1013MWZGH-29-34,084084441256,31.65,In spreadsheet but not found in LS — needs CREATE
PWI,42,30,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-42-30,051071540391,29.0,In spreadsheet but not found in LS — needs CREATE
SGB,30,36,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-30-36,084084239860,31.65,In spreadsheet but not found in LS — needs CREATE
TAN,28,32,COWBOY CUT JEAN* ORIGINAL FIT TAN,M-Kon-1013MWZTN-28-32,051071340267,30.0,In spreadsheet but not found in LS — needs CREATE
WHI,29,38,COWBOY CUT JEAN* ORIGINAL FIT WHITE,M-Kon-1013MWZWI-29-38,051071675475,30.0,In spreadsheet but not found in LS — needs CREATE
AWS,42,30,COWBOY CUT JEAN* ORIGINAL FIT ANTIQUE_WS,M-Kon-1013MWZAW-42-30,760609586298,31.65,In spreadsheet but not found in LS — needs CREATE
GBB,31,30,COWBOY CUT JEAN* ORIGINAL FIT GB_BLEACH,M-Kon-1013MWZGH-31-30,084084441331,31.65,In spreadsheet but not found in LS — needs CREATE
PWI,32,38,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-32-38,051071128230,30.25,In spreadsheet but not found in LS — needs CREATE
SGB,32,32,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-32-32,084084239945,31.65,In spreadsheet but not found in LS — needs CREATE
RIG,31,44,COWBOY CUT JEAN* ORIGINAL FIT RIGID,M-Kon-1013MWZXS-31-44,051071390750,20.5,In spreadsheet but not found in LS — needs CREATE
DST,27,34,COWBOY CUT JEAN* ORIGINAL FIT DK_STONE,M-Kon-1013MWZDD-27-34,084084358257,31.65,In spreadsheet but not found in LS — needs CREATE
DST,31,32,COWBOY CUT JEAN* ORIGINAL FIT DK_STONE,M-Kon-1013MWZDD-31-32,084084358400,31.65,In spreadsheet but not found in LS — needs CREATE
BCH,38,30,COWBOY CUT JEAN* ORIGINAL FIT BLK_CHOCLT,M-Kon-1013MWZKL-38-30,084084785275,30.0,In spreadsheet but not found in LS — needs CREATE
SGB,44,32,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-44-32,760609356198,34.15,In spreadsheet but not found in LS — needs CREATE
TAN,35,34,COWBOY CUT JEAN* ORIGINAL FIT TAN,M-Kon-1013MWZTN-35-34,051071509091,30.0,In spreadsheet but not found in LS — needs CREATE
AWS,32,38,COWBOY CUT JEAN* ORIGINAL FIT ANTIQUE_WS,M-Kon-1013MWZAW-32-38,760609586014,32.9,In spreadsheet but not found in LS — needs CREATE
CHA,36,30,COWBOY CUT JEAN* ORIGINAL FIT CHARGREY,M-Kon-1013MWZCG-36-30,051071266857,30.0,In spreadsheet but not found in LS — needs CREATE
SHB,31,38,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-31-38,084084494436,31.25,In spreadsheet but not found in LS — needs CREATE
TAN,46,30,COWBOY CUT JEAN* ORIGINAL FIT TAN,M-Kon-1013MWZTN-46-30,084084392077,27.5,In spreadsheet but not found in LS — needs CREATE
BCH,29,36,COWBOY CUT JEAN* ORIGINAL FIT BLK_CHOCLT,M-Kon-1013MWZKL-29-36,084084784926,30.0,In spreadsheet but not found in LS — needs CREATE
PRE,1T,SLM,COWBOY CUT JEAN* CHILDRENS 1-7 PREWASH,B-Kon-1013MWZJP-1T-SLM,051071634854,13.5,In spreadsheet but not found in LS — needs CREATE
PRE,1T,REG,COWBOY CUT JEAN* CHILDRENS 1-7 PREWASH,B-Kon-1013MWZJP-1T-REG,051071634861,13.5,In spreadsheet but not found in LS — needs CREATE
PRE,4,REG,COWBOY CUT JEAN* CHILDRENS 1-7 PREWASH,B-Kon-1013MWZJP-4-REG,051071377850,13.5,In spreadsheet but not found in LS — needs CREATE
GBB,34,36,COWBOY CUT JEAN* ORIGINAL FIT GB_BLEACH,M-Kon-1013MWZGH-34-36,084084441515,31.65,In spreadsheet but not found in LS — needs CREATE
SHB,28,36,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-28-36,084084494290,30.0,In spreadsheet but not found in LS — needs CREATE
PWI,34,30,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-34-30,051071128285,29.0,In spreadsheet but not found in LS — needs CREATE
PWI,48,30,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-48-30,760609356365,31.5,In spreadsheet but not found in LS — needs CREATE
BCH,32,36,COWBOY CUT JEAN* ORIGINAL FIT BLK_CHOCLT,M-Kon-1013MWZKL-32-36,084084785077,30.0,In spreadsheet but not found in LS — needs CREATE
WHI,36,30,COWBOY CUT JEAN* ORIGINAL FIT WHITE,M-Kon-1013MWZWI-36-30,051071675765,30.0,In spreadsheet but not found in LS — needs CREATE
TAN,36,40,COWBOY CUT JEAN* ORIGINAL FIT TAN,M-Kon-1013MWZTN-36-40,672787249448,30.0,In spreadsheet but not found in LS — needs CREATE
SGB,40,34,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-40-34,084084240217,31.65,In spreadsheet but not found in LS — needs CREATE
AWS,34,30,COWBOY CUT JEAN* ORIGINAL FIT ANTIQUE_WS,M-Kon-1013MWZAW-34-30,760609586076,31.65,In spreadsheet but not found in LS — needs CREATE
WHI,30,30,COWBOY CUT JEAN* ORIGINAL FIT WHITE,M-Kon-1013MWZWI-30-30,051071675482,30.0,In spreadsheet but not found in LS — needs CREATE
BCH,40,32,COWBOY CUT JEAN* ORIGINAL FIT BLK_CHOCLT,M-Kon-1013MWZKL-40-32,084084785336,30.0,In spreadsheet but not found in LS — needs CREATE
DST,36,30,COWBOY CUT JEAN* ORIGINAL FIT DK_STONE,M-Kon-1013MWZDD-36-30,084084358615,31.65,In spreadsheet but not found in LS — needs CREATE
DST,30,36,COWBOY CUT JEAN* ORIGINAL FIT DK_STONE,M-Kon-1013MWZDD-30-36,084084358370,31.65,In spreadsheet but not found in LS — needs CREATE
PWI,33,34,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-33-34,051071128261,29.0,In spreadsheet but not found in LS — needs CREATE
SHB,32,38,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-32-38,084084494481,31.25,In spreadsheet but not found in LS — needs CREATE
PWI,29,38,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-29-38,051071128087,30.25,In spreadsheet but not found in LS — needs CREATE
BCH,36,34,COWBOY CUT JEAN* ORIGINAL FIT BLK_CHOCLT,M-Kon-1013MWZKL-36-34,084084785244,30.0,In spreadsheet but not found in LS — needs CREATE
GBB,32,30,COWBOY CUT JEAN* ORIGINAL FIT GB_BLEACH,M-Kon-1013MWZGH-32-30,084084441386,31.65,In spreadsheet but not found in LS — needs CREATE
SHB,42,30,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-42-30,084084494764,30.0,In spreadsheet but not found in LS — needs CREATE
SGB,46,30,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-46-30,760609356211,34.15,In spreadsheet but not found in LS — needs CREATE
SGB,36,36,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-36-36,084084240149,31.65,In spreadsheet but not found in LS — needs CREATE
WHI,33,38,COWBOY CUT JEAN* ORIGINAL FIT WHITE,M-Kon-1013MWZWI-33-38,051071675673,30.0,In spreadsheet but not found in LS — needs CREATE
BCH,28,36,COWBOY CUT JEAN* ORIGINAL FIT BLK_CHOCLT,M-Kon-1013MWZKL-28-36,084084784896,30.0,In spreadsheet but not found in LS — needs CREATE
RIG,32,44,COWBOY CUT JEAN* ORIGINAL FIT RIGID,M-Kon-1013MWZXS-32-44,051071390767,20.5,In spreadsheet but not found in LS — needs CREATE
BCH,30,34,COWBOY CUT JEAN* ORIGINAL FIT BLK_CHOCLT,M-Kon-1013MWZKL-30-34,084084784964,30.0,In spreadsheet but not found in LS — needs CREATE
DST,32,32,COWBOY CUT JEAN* ORIGINAL FIT DK_STONE,M-Kon-1013MWZDD-32-32,084084358455,31.65,In spreadsheet but not found in LS — needs CREATE
AWS,29,38,COWBOY CUT JEAN* ORIGINAL FIT ANTIQUE_WS,M-Kon-1013MWZAW-29-38,760609585864,32.9,In spreadsheet but not found in LS — needs CREATE
SGB,52,32,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-52-32,760609356310,34.15,In spreadsheet but not found in LS — needs CREATE
DST,29,38,COWBOY CUT JEAN* ORIGINAL FIT DK_STONE,M-Kon-1013MWZDD-29-38,084084358332,32.9,In spreadsheet but not found in LS — needs CREATE
SGB,34,40,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-34-40,672787249493,32.9,In spreadsheet but not found in LS — needs CREATE
SGB,36,40,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-36-40,672787249509,32.9,In spreadsheet but not found in LS — needs CREATE
CHA,35,34,COWBOY CUT JEAN* ORIGINAL FIT CHARGREY,M-Kon-1013MWZCG-35-34,051071509121,30.0,In spreadsheet but not found in LS — needs CREATE
WHI,27,34,COWBOY CUT JEAN* ORIGINAL FIT WHITE,M-Kon-1013MWZWI-27-34,051071675390,30.0,In spreadsheet but not found in LS — needs CREATE
WHI,31,32,COWBOY CUT JEAN* ORIGINAL FIT WHITE,M-Kon-1013MWZWI-31-32,051071675543,30.0,In spreadsheet but not found in LS — needs CREATE
DST,40,34,COWBOY CUT JEAN* ORIGINAL FIT DK_STONE,M-Kon-1013MWZDD-40-34,084084358714,31.65,In spreadsheet but not found in LS — needs CREATE
SGB,29,30,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-29-30,760609761336,31.65,In spreadsheet but not found in LS — needs CREATE
TAN,30,38,COWBOY CUT JEAN* ORIGINAL FIT TAN,M-Kon-1013MWZTN-30-38,051071340380,30.0,In spreadsheet but not found in LS — needs CREATE
CHA,33,32,COWBOY CUT JEAN* ORIGINAL FIT CHARGREY,M-Kon-1013MWZCG-33-32,051071266772,30.0,In spreadsheet but not found in LS — needs CREATE
PWI,36,30,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-36-30,051071128339,29.0,In spreadsheet but not found in LS — needs CREATE
SGB,54,30,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-54-30,760609356334,34.15,In spreadsheet but not found in LS — needs CREATE
SHB,48,30,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-48-30,760609356501,32.5,In spreadsheet but not found in LS — needs CREATE
DST,35,34,COWBOY CUT JEAN* ORIGINAL FIT DK_STONE,M-Kon-1013MWZDD-35-34,084084358592,31.65,In spreadsheet but not found in LS — needs CREATE
PWI,46,30,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-46-30,051071540421,31.5,In spreadsheet but not found in LS — needs CREATE
GBB,38,32,COWBOY CUT JEAN* ORIGINAL FIT GB_BLEACH,M-Kon-1013MWZGH-38-32,084084441621,31.65,In spreadsheet but not found in LS — needs CREATE
BCH,31,38,COWBOY CUT JEAN* ORIGINAL FIT BLK_CHOCLT,M-Kon-1013MWZKL-31-38,084084785039,30.0,In spreadsheet but not found in LS — needs CREATE
PWI,30,36,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-30-36,051071128124,29.0,In spreadsheet but not found in LS — needs CREATE
PWI,44,32,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-44-32,051071540414,31.5,In spreadsheet but not found in LS — needs CREATE
WHI,30,36,COWBOY CUT JEAN* ORIGINAL FIT WHITE,M-Kon-1013MWZWI-30-36,051071675512,30.0,In spreadsheet but not found in LS — needs CREATE
AWS,36,36,COWBOY CUT JEAN* ORIGINAL FIT ANTIQUE_WS,M-Kon-1013MWZAW-36-36,760609586182,31.65,In spreadsheet but not found in LS — needs CREATE
PWI,34,40,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-34-40,084084944757,30.25,In spreadsheet but not found in LS — needs CREATE
TAN,31,34,COWBOY CUT JEAN* ORIGINAL FIT TAN,M-Kon-1013MWZTN-31-34,051071340410,30.0,In spreadsheet but not found in LS — needs CREATE
DST,36,36,COWBOY CUT JEAN* ORIGINAL FIT DK_STONE,M-Kon-1013MWZDD-36-36,084084358646,31.65,In spreadsheet but not found in LS — needs CREATE
SGB,28,30,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-28-30,672787249462,31.65,In spreadsheet but not found in LS — needs CREATE
AWS,30,36,COWBOY CUT JEAN* ORIGINAL FIT ANTIQUE_WS,M-Kon-1013MWZAW-30-36,760609585901,31.65,In spreadsheet but not found in LS — needs CREATE
SHB,29,38,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-29-38,084084494337,31.25,In spreadsheet but not found in LS — needs CREATE
WHI,29,32,COWBOY CUT JEAN* ORIGINAL FIT WHITE,M-Kon-1013MWZWI-29-32,051071675444,30.0,In spreadsheet but not found in LS — needs CREATE
TAN,27,36,COWBOY CUT JEAN* ORIGINAL FIT TAN,M-Kon-1013MWZTN-27-36,051071340243,30.0,In spreadsheet but not found in LS — needs CREATE
WHI,32,32,COWBOY CUT JEAN* ORIGINAL FIT WHITE,M-Kon-1013MWZWI-32-32,051071675598,30.0,In spreadsheet but not found in LS — needs CREATE
PWI,32,30,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-32-30,051071128193,29.0,In spreadsheet but not found in LS — needs CREATE
RIG,29,44,COWBOY CUT JEAN* ORIGINAL FIT RIGID,M-Kon-1013MWZXS-29-44,051071390736,20.5,In spreadsheet but not found in LS — needs CREATE
TAN,40,36,COWBOY CUT JEAN* ORIGINAL FIT TAN,M-Kon-1013MWZTN-40-36,051071703819,30.0,In spreadsheet but not found in LS — needs CREATE
SGB,38,32,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-38-32,084084240170,31.65,In spreadsheet but not found in LS — needs CREATE
CHA,28,32,COWBOY CUT JEAN* ORIGINAL FIT CHARGREY,M-Kon-1013MWZCG-28-32,051071266536,30.0,In spreadsheet but not found in LS — needs CREATE
PWI,40,34,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-40-34,051071352321,29.0,In spreadsheet but not found in LS — needs CREATE
GBB,40,32,COWBOY CUT JEAN* ORIGINAL FIT GB_BLEACH,M-Kon-1013MWZGH-40-32,084084441676,31.65,In spreadsheet but not found in LS — needs CREATE
SHB,31,32,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-31-32,084084494405,30.0,In spreadsheet but not found in LS — needs CREATE
AWS,40,34,COWBOY CUT JEAN* ORIGINAL FIT ANTIQUE_WS,M-Kon-1013MWZAW-40-34,760609586274,31.65,In spreadsheet but not found in LS — needs CREATE
CHA,30,38,COWBOY CUT JEAN* ORIGINAL FIT CHARGREY,M-Kon-1013MWZCG-30-38,051071266659,30.0,In spreadsheet but not found in LS — needs CREATE
SHB,34,30,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-34-30,084084494542,30.0,In spreadsheet but not found in LS — needs CREATE
BCH,33,34,COWBOY CUT JEAN* ORIGINAL FIT BLK_CHOCLT,M-Kon-1013MWZKL-33-34,084084785114,30.0,In spreadsheet but not found in LS — needs CREATE
TAN,36,38,COWBOY CUT JEAN* ORIGINAL FIT TAN,M-Kon-1013MWZTN-36-38,051071340632,31.25,In spreadsheet but not found in LS — needs CREATE
TAN,38,36,COWBOY CUT JEAN* ORIGINAL FIT TAN,M-Kon-1013MWZTN-38-36,051071438612,30.0,In spreadsheet but not found in LS — needs CREATE
SHB,36,30,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-36-30,084084494627,30.0,In spreadsheet but not found in LS — needs CREATE
SGB,33,36,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-33-36,084084240019,31.65,In spreadsheet but not found in LS — needs CREATE
WHI,28,32,COWBOY CUT JEAN* ORIGINAL FIT WHITE,M-Kon-1013MWZWI-28-32,051071675413,30.0,In spreadsheet but not found in LS — needs CREATE
CHA,29,32,COWBOY CUT JEAN* ORIGINAL FIT CHARGREY,M-Kon-1013MWZCG-29-32,051071266574,30.0,In spreadsheet but not found in LS — needs CREATE
GBB,28,36,COWBOY CUT JEAN* ORIGINAL FIT GB_BLEACH,M-Kon-1013MWZGH-28-36,084084441232,31.65,In spreadsheet but not found in LS — needs CREATE
PRE,9,REG,COWBOY CUT JEAN* BOYS 8-18 PREWASH,B-Kon-1013MWZBP-9-REG,051071388221,15.0,In spreadsheet but not found in LS — needs CREATE
SHB,30,36,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-30-36,084084494375,30.0,In spreadsheet but not found in LS — needs CREATE
PWI,28,30,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-28-30,672787248168,29.0,In spreadsheet but not found in LS — needs CREATE
GBB,30,34,COWBOY CUT JEAN* ORIGINAL FIT GB_BLEACH,M-Kon-1013MWZGH-30-34,084084441300,31.65,In spreadsheet but not found in LS — needs CREATE
BCH,32,38,COWBOY CUT JEAN* ORIGINAL FIT BLK_CHOCLT,M-Kon-1013MWZKL-32-38,084084785084,30.0,In spreadsheet but not found in LS — needs CREATE
PWI,36,36,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-36-36,051071128360,29.0,In spreadsheet but not found in LS — needs CREATE
WHI,38,34,COWBOY CUT JEAN* ORIGINAL FIT WHITE,M-Kon-1013MWZWI-38-34,051071675833,30.0,In spreadsheet but not found in LS — needs CREATE
PWI,52,32,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-52-32,760609356433,31.5,In spreadsheet but not found in LS — needs CREATE
WHI,35,34,COWBOY CUT JEAN* ORIGINAL FIT WHITE,M-Kon-1013MWZWI-35-34,051071675741,30.0,In spreadsheet but not found in LS — needs CREATE
AWS,28,30,COWBOY CUT JEAN* ORIGINAL FIT ANTIQUE_WS,M-Kon-1013MWZAW-28-30,672787249691,31.65,In spreadsheet but not found in LS — needs CREATE
AWS,38,34,COWBOY CUT JEAN* ORIGINAL FIT ANTIQUE_WS,M-Kon-1013MWZAW-38-34,760609586229,31.65,In spreadsheet but not found in LS — needs CREATE
DST,28,30,COWBOY CUT JEAN* ORIGINAL FIT DK_STONE,M-Kon-1013MWZDD-28-30,672787249707,31.65,In spreadsheet but not found in LS — needs CREATE
DST,38,34,COWBOY CUT JEAN* ORIGINAL FIT DK_STONE,M-Kon-1013MWZDD-38-34,084084358684,31.65,In spreadsheet but not found in LS — needs CREATE
PWI,36,40,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-36-40,084084944764,30.25,In spreadsheet but not found in LS — needs CREATE
SHB,32,32,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-32-32,084084494450,30.0,In spreadsheet but not found in LS — needs CREATE
TAN,33,38,COWBOY CUT JEAN* ORIGINAL FIT TAN,M-Kon-1013MWZTN-33-38,051071340533,31.25,In spreadsheet but not found in LS — needs CREATE
SHB,44,32,COWBOY CUT JEAN* ORIGINAL FIT SHADOW_BLK,M-Kon-1013MWZWK-44-32,084084821157,32.5,In spreadsheet but not found in LS — needs CREATE
CHA,40,30,COWBOY CUT JEAN* ORIGINAL FIT CHARGREY,M-Kon-1013MWZCG-40-30,084084391964,30.0,In spreadsheet but not found in LS — needs CREATE
DST,30,38,COWBOY CUT JEAN* ORIGINAL FIT DK_STONE,M-Kon-1013MWZDD-30-38,084084358387,32.9,In spreadsheet but not found in LS — needs CREATE
TAN,42,32,COWBOY CUT JEAN* ORIGINAL FIT TAN,M-Kon-1013MWZTN-42-32,051071438643,30.0,In spreadsheet but not found in LS — needs CREATE
PWI,29,30,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-29-30,760609723822,29.0,In spreadsheet but not found in LS — needs CREATE
PWI,33,30,COWBOY CUT JEAN* ORIGINAL FIT PREWASHED_INDIGO,M-Kon-1013MWZPW-33-30,051071128247,29.0,In spreadsheet but not found in LS — needs CREATE
BCH,34,30,COWBOY CUT JEAN* ORIGINAL FIT BLK_CHOCLT,M-Kon-1013MWZKL-34-30,084084785145,30.0,In spreadsheet but not found in LS — needs CREATE
CHA,27,36,COWBOY CUT JEAN* ORIGINAL FIT CHARGREY,M-Kon-1013MWZCG-27-36,051071266512,30.0,In spreadsheet but not found in LS — needs CREATE
CHA,34,34,COWBOY CUT JEAN* ORIGINAL FIT CHARGREY,M-Kon-1013MWZCG-34-34,051071266826,30.0,In spreadsheet but not found in LS — needs CREATE
PRE,11,SLM,COWBOY CUT JEAN* BOYS 8-18 PREWASH,B-Kon-1013MWZBP-11-SLM,051071388252,15.0,In spreadsheet but not found in LS — needs CREATE
DST,29,32,COWBOY CUT JEAN* ORIGINAL FIT DK_STONE,M-Kon-1013MWZDD-29-32,084084358301,31.65,In spreadsheet but not found in LS — needs CREATE
SGB,34,38,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-34-38,084084240071,32.9,In spreadsheet but not found in LS — needs CREATE
WHI,33,30,COWBOY CUT JEAN* ORIGINAL FIT WHITE,M-Kon-1013MWZWI-33-30,051071675635,30.0,In spreadsheet but not found in LS — needs CREATE
AWS,29,30,COWBOY CUT JEAN* ORIGINAL FIT ANTIQUE_WS,M-Kon-1013MWZAW-29-30,760609639949,31.65,In spreadsheet but not found in LS — needs CREATE
SGB,36,38,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-36-38,084084240156,32.9,In spreadsheet but not found in LS — needs CREATE
GBB,42,30,COWBOY CUT JEAN* ORIGINAL FIT GB_BLEACH,M-Kon-1013MWZGH-42-30,084084441706,31.65,In spreadsheet but not found in LS — needs CREATE
AWS,33,30,COWBOY CUT JEAN* ORIGINAL FIT ANTIQUE_WS,M-Kon-1013MWZAW-33-30,760609586021,31.65,In spreadsheet but not found in LS — needs CREATE
SGB,35,32,COWBOY CUT JEAN* ORIGINAL FIT SW_GLD_BKL,M-Kon-1013MWZGK-35-32,084084240088,31.65,In spreadsheet but not found in LS — needs CREATE
RIG,52,32,COWBOY CUT JEAN* ORIGINAL FIT RIGID,M-Kon-1013MWZXS-52-32,051071393263,23.75,In spreadsheet but not found in LS — needs CREATE
DST,33,30,COWBOY CUT JEAN* ORIGINAL FIT DK_STONE,M-Kon-1013MWZDD-33-30,084084358493,31.65,In spreadsheet but not found in LS — needs CREATE
TAN,34,32,COWBOY CUT JEAN* ORIGINAL FIT TAN,M-Kon-1013MWZTN-34-32,051071340557,30.0,In spreadsheet but not found in LS — needs CREATE
GBB,29,36,COWBOY CUT JEAN* ORIGINAL FIT GB_BLEACH,M-Kon-1013MWZGH-29-36,084084441263,31.65,In spreadsheet but not found in LS — needs CREATE
PRE,18,REG,COWBOY CUT JEAN* BOYS 8-18 PREWASH,B-Kon-1013MWZBP-18-REG,191057793219,16.25,In spreadsheet but not found in LS — needs CREATE
