ID,Name,action,old_upc,new_upc,status,http_status,note
2e499bdb-c980-4fe3-939f-3562551d9d74,FLORAL TOOLED EMBROIDERY SHIRT,USE_NEW,14861862394,014861862394,ERROR,422,"{""error"": ""Product codes must be unique."", ""fields"": {""duplicate_product_codes"": ""014861862394"", ""existing_code_UPC"": ""014861862394 already exists."", ""existing_code_UPC_id"": ""1287fd33-bf66-4abe-9e57-0"
75b708d0-58b5-411f-accb-7b74294d7b64,Rawhide Romel Reins,CLEAR,RSRR9995,,ERROR,422,"{""error"": ""At least one product code is required""}"
02b96f6f-514a-449d-853e-a8fe28b39c5b,Navy Roping Rein,CLEAR,STRN2995,,ERROR,422,"{""error"": ""At least one product code is required""}"
3a72f196-6edf-4095-b54b-b1f6d12a670d,8'  Dark Oil harness split reins,CLEAR,RSDO8ft,,ERROR,422,"{""error"": ""At least one product code is required""}"
f046d31f-e781-42ba-865c-4c303cc1aca2,Spilt Reins Dark oil 8 ft,CLEAR,8fthldo,,ERROR,422,"{""error"": ""At least one product code is required""}"
a1029e08-64eb-4b5a-a046-20a68ca660b6,Brown Leather & Rawhide Romel Reins,CLEAR,BLRHRR9995,,ERROR,422,"{""error"": ""At least one product code is required""}"
026323b9-38c7-4ca8-84ab-b91c87ec2f82,Dark Oil Braided Leather Roping Rein,CLEAR,5695DORR,,ERROR,422,"{""error"": ""At least one product code is required""}"
f99cc4bf-c11f-43b0-ba12-8b141d07d7cd,Latigo Leather Roping Rein,CLEAR,3295LLRR,,ERROR,422,"{""error"": ""At least one product code is required""}"
d79c511c-f00b-4b8f-bfd3-f6bae03cf155,WHITE NYLON TRAINING FORK,CLEAR,138TFWHT,,ERROR,422,"{""error"": ""At least one product code is required""}"
b039e42f-d7a2-4307-8a66-307b03e51e8c,"5 "" TRAINING BIT W/COPPER INLAY",CLEAR,269040TB,,ERROR,422,"{""error"": ""At least one product code is required""}"
d09a984e-5d98-428a-b8cb-cfa5113d5b4f,"BLACK 32"" CINCH W/ ROLLER",CLEAR,7495BCWR32,,ERROR,422,"{""error"": ""At least one product code is required""}"
0330fa81-3e9b-4678-bba8-7d867a139f6e,HARNESS LEATHER REAR CINCH,CLEAR,HLRF9995,,ERROR,422,"{""error"": ""At least one product code is required""}"
f5b5ed1f-67ba-4155-b704-a6bb1321cc6d,"5"" SWEET IRON MOUTH GAG BIT",CLEAR,SIMGB3995,,ERROR,422,"{""error"": ""At least one product code is required""}"
2119acef-f425-4e92-a9f7-65e245a0a261,"5""SI  FUTURITY BIT W/DOG BONE",CLEAR,FDGS3995,,ERROR,422,"{""error"": ""At least one product code is required""}"
bd88c3bf-cc6e-47db-bac3-c973e2098aed,Cowboy Cut® Original Fit Boys 1T-7 - 13MWJ,USE_NEW,84084923196,084084923196,ERROR,422,"{""error"": ""Product codes must be unique."", ""fields"": {""duplicate_product_codes"": ""084084923196"", ""existing_code_UPC"": ""084084923196 already exists."", ""existing_code_UPC_id"": ""c053c796-e467-4879-b951-6"
e223c8cd-3ba2-408b-bb64-e70b4335c248,Cowboy Cut® Original Fit Boys 1T-7 - 13MWJ,USE_NEW,84084923226,084084923226,ERROR,422,"{""error"": ""Product codes must be unique."", ""fields"": {""duplicate_product_codes"": ""084084923226"", ""existing_code_UPC"": ""084084923226 already exists."", ""existing_code_UPC_id"": ""a3e8604a-ba40-4ca7-871d-9"
27cc5e06-e605-42b1-aabb-c585cab3282b,Cowboy Cut® Slim Fit - 0936D,USE_NEW,51071500487,051071500487,ERROR,422,"{""error"": ""Product codes must be unique."", ""fields"": {""duplicate_product_codes"": ""051071500487"", ""existing_code_UPC"": ""051071500487 already exists."", ""existing_code_UPC_id"": ""cd7d8aa9-428f-4526-8a10-a"
e6ad62ce-c459-4c2c-a4eb-e14867fd0aa9,Cowboy Cut® Slim Fit - 0936D,USE_NEW,84084028792,084084028792,ERROR,422,"{""error"": ""Product codes must be unique."", ""fields"": {""duplicate_product_codes"": ""084084028792"", ""existing_code_UPC"": ""084084028792 already exists."", ""existing_code_UPC_id"": ""3bfce3e2-7803-49ff-bfbb-b"
d34482ed-9819-4c97-8cf8-df4079b19a7d,Cowboy Cut® Slim Fit - 0936D,USE_NEW,51071500876,051071500876,ERROR,422,"{""error"": ""Product codes must be unique."", ""fields"": {""duplicate_product_codes"": ""051071500876"", ""existing_code_UPC"": ""051071500876 already exists."", ""existing_code_UPC_id"": ""f0fbae14-286c-4462-a7d1-7"
af2d5b8b-c440-4cab-91d0-c1a602fa926b,Cowboy Cut® Slim Fit - 0936D,USE_NEW,51071500920,051071500920,ERROR,422,"{""error"": ""Product codes must be unique."", ""fields"": {""duplicate_product_codes"": ""051071500920"", ""existing_code_UPC"": ""051071500920 already exists."", ""existing_code_UPC_id"": ""f2eb0467-e8be-495f-a16e-b"
12f90a5a-9203-48cf-96f0-cc0334681518,Cowboy Cut® Slim Fit - 0936D,USE_NEW,51071815840,051071815840,ERROR,422,"{""error"": ""Product codes must be unique."", ""fields"": {""duplicate_product_codes"": ""051071815840"", ""existing_code_UPC"": ""051071815840 already exists."", ""existing_code_UPC_id"": ""227c52df-0340-43a3-97b3-0"
a8728fd1-af46-42ff-acd4-b64435af5f22,Cowboy Cut® Slim Fit - 0936D,USE_NEW,51071501040,051071501040,ERROR,422,"{""error"": ""Product codes must be unique."", ""fields"": {""duplicate_product_codes"": ""051071501040"", ""existing_code_UPC"": ""051071501040 already exists."", ""existing_code_UPC_id"": ""82ac7f95-018e-4d33-8034-5"
45a9efc8-2179-434d-8016-5537ed76d889,Cowboy Cut® Slim Fit - 0936D,USE_NEW,51071501071,051071501071,ERROR,422,"{""error"": ""Product codes must be unique."", ""fields"": {""duplicate_product_codes"": ""051071501071"", ""existing_code_UPC"": ""051071501071 already exists."", ""existing_code_UPC_id"": ""12b83afd-facb-483d-9f43-5"
b461a3f7-1dd2-4f57-80b3-fd45cc53c482,Cowboy Cut® Slim Fit - 0936D,USE_NEW,51071397155,051071397155,ERROR,422,"{""error"": ""Product codes must be unique."", ""fields"": {""duplicate_product_codes"": ""051071397155"", ""existing_code_UPC"": ""051071397155 already exists."", ""existing_code_UPC_id"": ""352f84f6-d29c-4cd6-b19b-6"
b9b7f8f6-24d8-440c-bafe-035c611008fc,Cowboy Cut® Slim Fit - 0936K,USE_NEW,84084770516,084084770516,ERROR,422,"{""error"": ""Product codes must be unique."", ""fields"": {""duplicate_product_codes"": ""084084770516"", ""existing_code_UPC"": ""084084770516 already exists."", ""existing_code_UPC_id"": ""20bdc39e-a617-4196-8dca-9"
319ab0ca-adc7-4d58-9f25-620939f9303c,Cowboy Cut® Slim Fit - 0936P,USE_NEW,51071816564,051071816564,ERROR,422,"{""error"": ""Product codes must be unique."", ""fields"": {""duplicate_product_codes"": ""051071816564"", ""existing_code_UPC"": ""051071816564 already exists."", ""existing_code_UPC_id"": ""0b9adba1-5777-45f4-a751-c"
bf65f331-1af6-4040-be39-fd440f480cf3,Cowboy Cut® Slim Fit - 0936T,USE_NEW,51071332767,051071332767,ERROR,422,"{""error"": ""Product codes must be unique."", ""fields"": {""duplicate_product_codes"": ""051071332767"", ""existing_code_UPC"": ""051071332767 already exists."", ""existing_code_UPC_id"": ""2dc41b7d-8e35-42f8-be3e-7"
fb8b3501-553d-4621-a707-fb6e57d4326f,Cowboy Cut® Slim Fit - 0936T,USE_NEW,51071332989,051071332989,ERROR,422,"{""error"": ""Product codes must be unique."", ""fields"": {""duplicate_product_codes"": ""051071332989"", ""existing_code_UPC"": ""051071332989 already exists."", ""existing_code_UPC_id"": ""bbaf804a-bd7b-4218-ac8b-5"
8ff61636-0833-4172-9d1e-6e7fcc90c039,Cowboy Cut® Slim Fit - 0936T,USE_NEW,84084481658,084084481658,ERROR,422,"{""error"": ""Product codes must be unique."", ""fields"": {""duplicate_product_codes"": ""084084481658"", ""existing_code_UPC"": ""084084481658 already exists."", ""existing_code_UPC_id"": ""345325b5-882c-4cb5-aa52-9"
0a9c48f8-94ed-4065-acc2-d208ee43b080,Cowboy Cut® Slim Fit - 0936T,USE_NEW,51071333085,051071333085,ERROR,422,"{""error"": ""Product codes must be unique."", ""fields"": {""duplicate_product_codes"": ""051071333085"", ""existing_code_UPC"": ""051071333085 already exists."", ""existing_code_UPC_id"": ""4b70a78d-9269-479c-a37c-0"
ec679fce-fe79-4e8d-be74-e5ca0a9f500c,Mens Authentic Cowboy Cut® Work Shirt - Chambray - 70136MW,USE_NEW,51071114950,051071114950,ERROR,422,"{""error"": ""Product codes must be unique."", ""fields"": {""duplicate_product_codes"": ""051071114950"", ""existing_code_UPC"": ""051071114950 already exists."", ""existing_code_UPC_id"": ""bff684f1-e644-4287-bb2b-8"
dab012d7-0659-4b35-ad27-7f8322c00929,Mens Authentic Cowboy Cut® Work Shirt - MS312,USE_NEW,84084268686,084084268686,ERROR,422,"{""error"": ""Product codes must be unique."", ""fields"": {""duplicate_product_codes"": ""084084268686"", ""existing_code_UPC"": ""084084268686 already exists."", ""existing_code_UPC_id"": ""87a20deb-1277-496a-aec8-3"
1a19873b-dd96-42a1-8ddb-d465331bb130,Cowboy Cut® Slim Fit - 0936W,USE_NEW,84084494979,084084494979,ERROR,422,"{""error"": ""Product codes must be unique."", ""fields"": {""duplicate_product_codes"": ""084084494979"", ""existing_code_UPC"": ""084084494979 already exists."", ""existing_code_UPC_id"": ""75ddf2b5-b9da-46d5-b5be-a"
1d3719cf-d8f3-403c-85e3-540440db650a,Cowboy Cut® Slim Fit - 0936W,USE_NEW,84084821041,084084821041,ERROR,422,"{""error"": ""Product codes must be unique."", ""fields"": {""duplicate_product_codes"": ""084084821041"", ""existing_code_UPC"": ""084084821041 already exists."", ""existing_code_UPC_id"": ""4ff66a18-222b-4dab-a3f5-8"
