ID,Name,UPC,Auto-Generated,Custom 1,Custom 2,Product Category,Variant_option_one_name,Variant_option_one_value,Variant_option_two_name,Variant_option_two_value,Variant_option_three_name,Variant_option_three_value,Variant_option_four_name,Variant_option_four_value,Tags,Supply price,Retail price,Brand,Supplier,Supplier Code,Active,Track Inventory,Family ID,embedded_sku
e998c8f7-b69c-4404-be2f-25857efc325f,Rock & Roll Denim Two Tone Emb Bootcut (K-WMA-BB0BD05575-DAR-18),197815364011,K-WMA-BB0BD05575-DAR-16,K-WMA-BB0BD05575-DAR-16,,Apparel - Jeans,Color,Dark Vintage,Size,16,,,,,"41a95de2-1c29-4bb7-ba04-78756cb2f139, 9a915378-5288-420b-8902-50963d08b68c",0.0,59.95,Rock & Roll Denim,Westmoor Manufacturing,,True,True,707bae35-6312-4155-b4b6-1e2869576349,K-WMA-BB0BD05575-DAR-18
fed621ca-9c9a-4a70-8d22-f5c817cda5e0,Two Tone Bootcut (K-WMA-BB0BD06685-DAR-20),197815559080,K-WMA-BB0BD06685-DAR-7,K-WMA-BB0BD06685-DAR-7,,Apparel - Jeans,Color,Dark Vintage,Size,7,,,,,"41a95de2-1c29-4bb7-ba04-78756cb2f139, 9a915378-5288-420b-8902-50963d08b68c",0.0,41.97,Rock & Roll Denim,Westmoor Manufacturing,,True,True,2f4c420f-3d7f-4a5b-a5fc-9fe7b1034bdc,K-WMA-BB0BD06685-DAR-20
2c9e306f-80f7-40df-9187-89bc502ad2ab,Two Tone Bootcut (K-WMA-BB0BD06685-DAR-20),197815559097,K-WMA-BB0BD06685-DAR-8,K-WMA-BB0BD06685-DAR-8,,Apparel - Jeans,Color,Dark Vintage,Size,8,,,,,"41a95de2-1c29-4bb7-ba04-78756cb2f139, 9a915378-5288-420b-8902-50963d08b68c",0.0,41.97,Rock & Roll Denim,Westmoor Manufacturing,,True,True,2f4c420f-3d7f-4a5b-a5fc-9fe7b1034bdc,K-WMA-BB0BD06685-DAR-20
40bd7940-a023-4b6e-81b6-f9c3e77722f0,Two Tone Bootcut (K-WMA-BB0BD06685-DAR-20),197815559141,K-WMA-BB0BD06685-DAR-18,K-WMA-BB0BD06685-DAR-18,,Apparel - Jeans,Color,Dark Vintage,Size,18,,,,,"41a95de2-1c29-4bb7-ba04-78756cb2f139, 9a915378-5288-420b-8902-50963d08b68c",0.0,41.97,Rock & Roll Denim,Westmoor Manufacturing,,True,True,2f4c420f-3d7f-4a5b-a5fc-9fe7b1034bdc,K-WMA-BB0BD06685-DAR-20
5aaf88b1-d075-487f-bf2e-bc1ee798c21e,Two Tone Bootcut (K-WMA-BB0BD06685-DAR-20),197815559127,K-WMA-BB0BD06685-DAR-14,K-WMA-BB0BD06685-DAR-14,,Apparel - Jeans,Color,Dark Vintage,Size,14,,,,,"41a95de2-1c29-4bb7-ba04-78756cb2f139, 9a915378-5288-420b-8902-50963d08b68c",0.0,41.97,Rock & Roll Denim,Westmoor Manufacturing,,True,True,2f4c420f-3d7f-4a5b-a5fc-9fe7b1034bdc,K-WMA-BB0BD06685-DAR-20
5ba79c9b-a9b3-4b20-96f5-b253a0278336,Two Tone Bootcut (K-WMA-BB0BD06685-DAR-20),197815559066,K-WMA-BB0BD06685-DAR-5,K-WMA-BB0BD06685-DAR-5,,Apparel - Jeans,Color,Dark Vintage,Size,5,,,,,"41a95de2-1c29-4bb7-ba04-78756cb2f139, 9a915378-5288-420b-8902-50963d08b68c",0.0,41.97,Rock & Roll Denim,Westmoor Manufacturing,,True,True,2f4c420f-3d7f-4a5b-a5fc-9fe7b1034bdc,K-WMA-BB0BD06685-DAR-20
aa50f5d0-75a8-41c2-9c5c-a64e5704aae0,Two Tone Bootcut (K-WMA-BB0BD06685-DAR-20),197815559158,K-WMA-BB0BD06685-DAR-20,K-WMA-BB0BD06685-DAR-20,,Apparel - Jeans,Color,Dark Vintage,Size,20,,,,,"41a95de2-1c29-4bb7-ba04-78756cb2f139, 9a915378-5288-420b-8902-50963d08b68c",0.0,41.97,Rock & Roll Denim,Westmoor Manufacturing,,True,True,2f4c420f-3d7f-4a5b-a5fc-9fe7b1034bdc,K-WMA-BB0BD06685-DAR-20
76a15a6d-7429-4694-bc88-710b6dbf3b88,Rock & Roll Denim Jeans (K-WMA-BB3482-4),,K-WMA-BB3482-4,K-WMA-BB3482-4,,Apparel - Jeans,,,,,,,,,41a95de2-1c29-4bb7-ba04-78756cb2f139,0.0,59.95,Rock & Roll Denim,Westmoor Manufacturing,,True,True,34abdf76-e7a0-4a85-9fdd-5c826dae2331,K-WMA-BB3482-4
a8a6cab5-b590-4f55-9c25-98c1b6a68418,Raised Denim Emb Bootcut (K-WMA-BBOBD03103-MED-14),196692868872,K-WMA-BBOBD03103-MED-14,K-WMA-BBOBD03103-MED-14,,Apparel - Jeans,,,,,,,,,"41a95de2-1c29-4bb7-ba04-78756cb2f139, 9a915378-5288-420b-8902-50963d08b68c",0.0,41.97,Rock & Roll Denim,Westmoor Manufacturing,,True,True,1f69c47b-0cd8-48b8-a1bc-90b422ea61a6,K-WMA-BBOBD03103-MED-14
5174fc0f-1cfc-47de-a954-5f8fe7b13aee,Cowhide EMB Mid Rise Boot (K-WMA-BG4MD02551-DAR-7),196692661237,K-WMA-BG4MD02551-DAR-7,K-WMA-BG4MD02551-DAR-7,,Apparel - Jeans,,,,,,,,,"41a95de2-1c29-4bb7-ba04-78756cb2f139, 9a915378-5288-420b-8902-50963d08b68c",0.0,33.97,Rock & Roll Denim,Westmoor Manufacturing,,True,True,0605a786-c7c2-4bc5-95a7-f5b8b1a96fc9,K-WMA-BG4MD02551-DAR-7
